Date,Ticker,Sector,Open,High,Low,Close,Volume,Daily_Return,MA_20,MA_50,Volatility_20,Cum_Return
2023-03-17,TECHCO,Technology,1268.08,1272.39,1262.09,1267.77,758094,-0.00902823374917927,1270.4959999999999,1242.9304000000002,0.29510786690245655,2.6085760072518838
2023-03-20,TECHCO,Technology,1305.28,1303.83,1277.59,1302.97,597471,0.027765288656459886,1275.112,1243.8624,0.3076932613132369,5.457532738721538
2023-03-21,TECHCO,Technology,1332.03,1343.57,1319.47,1335.74,2555883,0.025150233696861868,1281.356,1245.4222,0.31637748919499964,8.109814332194842
2023-03-22,TECHCO,Technology,1308.96,1310.15,1292.78,1305.45,594646,-0.022676568793328022,1283.12,1245.9822,0.28529782815222243,5.658254690256892
2023-03-23,TECHCO,Technology,1260.54,1266.28,1234.1,1258.32,1611536,-0.03610249339308291,1282.9215,1246.2726,0.31430370802849633,1.8437282483772188
2023-03-24,TECHCO,Technology,1239.98,1242.76,1223.48,1240.99,2140753,-0.013772331362451484,1282.417,1245.9536,0.3166138692007075,0.44110267575312445
2023-03-27,TECHCO,Technology,1235.91,1245.61,1229.27,1236.81,1332730,-0.00336827855180144,1280.331,1245.0202,0.30567942707998363,0.10278906389109554
2023-03-28,TECHCO,Technology,1243.0,1238.49,1236.94,1237.62,2280760,0.0006549106168287633,1278.803,1244.5698,0.30474505115909695,0.1683474432232046
2023-03-29,TECHCO,Technology,1231.54,1240.78,1225.35,1232.29,2257873,-0.004306653092225332,1277.901,1242.983,0.3011564302855357,-0.2630428800362572
2023-03-30,TECHCO,Technology,1163.8,1182.95,1168.61,1172.09,2160651,-0.04885213707812286,1272.9334999999999,1240.6696000000002,0.33872242423807536,-5.135406381015595
2023-03-31,TECHCO,Technology,1162.41,1164.87,1157.58,1161.83,568552,-0.008753594007286147,1265.5430000000001,1238.5746,0.3143627759335685,-5.965812519222369
2023-04-03,TECHCO,Technology,1203.62,1214.6,1206.15,1206.97,1466837,0.038852499935446705,1260.3435000000002,1238.219,0.35169082112722305,-2.312349256195667
2023-04-04,TECHCO,Technology,1197.76,1220.7,1194.73,1203.67,1828757,-0.002734119323595463,1255.9755,1237.7154,0.34914717214960606,-2.5794389497709402
2023-04-05,TECHCO,Technology,1174.48,1193.0,1170.81,1174.36,897494,-0.024350527968629465,1248.5710000000001,1237.2646,0.34076591752977603,-4.951681046344114
2023-04-06,TECHCO,Technology,1200.54,1199.57,1191.55,1196.55,1631132,0.018895398344630276,1243.7965,1237.1456,0.3449853568999618,-3.15570519772731
2023-04-07,TECHCO,Technology,1201.82,1197.25,1191.1,1196.61,1940238,5.014416447290948e-05,1239.782,1237.2188,0.3438426530159182,-3.150849021480495
2023-04-10,TECHCO,Technology,1171.71,1182.09,1164.59,1172.6,673574,-0.020065017006376307,1235.392,1235.8094,0.34748703038818357,-5.094128882917593
2023-04-11,TECHCO,Technology,1176.91,1183.61,1173.55,1178.47,513473,0.005005969640116126,1231.797,1235.2642,0.3482656359711703,-4.61903297343671
2023-04-12,TECHCO,Technology,1211.4,1222.52,1184.68,1210.95,831404,0.027561159808904723,1228.569,1235.7172,0.3556749293520983,-1.9902228984897241
2023-04-13,TECHCO,Technology,1163.28,1175.71,1163.61,1165.87,594060,-0.037226970560303996,1222.8965,1235.7482,0.37574342311264525,-5.6388299852696
2023-04-14,TECHCO,Technology,1142.43,1149.14,1136.12,1142.01,859209,-0.020465403518402536,1216.6084999999998,1235.508,0.3797973818433872,-7.569969406089639
2023-04-17,TECHCO,Technology,1131.35,1137.51,1133.9,1134.69,1615302,-0.0064097512280977265,1208.1945,1234.367,0.3596056393400802,-8.162422908202071
2023-04-18,TECHCO,Technology,1155.48,1160.99,1149.69,1154.34,1201285,0.017317505221690288,1199.1245000000001,1233.6090000000002,0.35140133916017685,-6.572025187367469
2023-04-19,TECHCO,Technology,1172.08,1178.06,1168.36,1174.48,1230751,0.017447199265381075,1192.576,1232.3357999999998,0.3565423303898331,-4.941968693850463
2023-04-20,TECHCO,Technology,1187.59,1207.61,1182.31,1186.95,1534641,0.01061746475035763,1189.0075000000002,1231.5056,0.3407611078087386,-3.9326933972190226
2023-04-21,TECHCO,Technology,1207.34,1210.74,1203.31,1207.17,2460588,0.017035258435486034,1187.3165,1231.2767999999999,0.3449992248637001,-2.296162002039581
2023-04-24,TECHCO,Technology,1175.05,1178.83,1174.18,1176.6,1164680,-0.025323690946594257,1184.306,1231.129,0.3555099480252053,-4.770383799796041
2023-04-25,TECHCO,Technology,1154.6,1154.1,1148.58,1152.25,441980,-0.020695223525412088,1180.0375,1230.6658,0.3612259191748959,-6.741181993298473
2023-04-26,TECHCO,Technology,1118.22,1126.14,1118.84,1119.62,1219263,-0.028318507268388027,1174.404,1229.049,0.3719910819674905,-9.38213250886253
2023-04-27,TECHCO,Technology,1116.63,1137.95,1107.48,1120.87,1227544,0.001116450224183163,1171.843,1227.6668,0.3332823764585186,-9.280962170387042
2023-04-28,TECHCO,Technology,1114.57,1128.51,1108.98,1112.93,1455333,-0.007083783132744936,1169.398,1225.6398,0.33288753986744707,-9.923596160383308
2023-05-01,TECHCO,Technology,1155.34,1163.11,1154.54,1157.28,887546,0.03984976593316736,1166.9134999999999,1224.5724,0.334523134138092,-6.334072551273129
2023-05-02,TECHCO,Technology,1124.45,1124.39,1121.35,1123.71,927253,-0.029007673164661907,1162.9154999999998,1222.8294,0.34812729902178163,-9.051103161370733
2023-05-03,TECHCO,Technology,1139.81,1156.36,1134.25,1142.89,1716511,0.017068460723852263,1161.342,1220.2838000000002,0.3457935022486153,-7.498745487802894
2023-05-04,TECHCO,Technology,1131.61,1137.52,1130.6,1131.75,856861,-0.009747219767431758,1158.102,1217.673,0.3386650764191853,-8.400375544296423
2023-05-05,TECHCO,Technology,1122.3,1126.39,1113.59,1124.77,925700,-0.0061674398056107416,1154.51,1215.1468,0.338747738115191,-8.965310714343522
2023-05-08,TECHCO,Technology,1141.39,1153.65,1141.92,1143.01,1041585,0.01621664873707518,1153.0305,1212.4364,0.33880930858985675,-7.489033135309253
2023-05-09,TECHCO,Technology,1105.48,1117.72,1100.19,1105.29,1636552,-0.03300058617159962,1149.3715,1209.1786,0.35619710932198123,-10.541949269145478
2023-05-10,TECHCO,Technology,1084.23,1092.71,1078.01,1082.65,2864858,-0.02048331207194476,1142.9564999999998,1205.825,0.3421433682785539,-12.374346439613436
2023-05-11,TECHCO,Technology,1121.04,1134.04,1105.84,1118.38,641058,0.03300235533182461,1140.5819999999999,1202.7638,0.3461894814396025,-9.482493484630194
2023-05-12,TECHCO,Technology,1099.18,1108.41,1095.52,1096.08,3973548,-0.019939555428387656,1138.2855000000002,1198.4926,0.3458193174872747,-11.287372323032852
2023-05-15,TECHCO,Technology,1064.92,1074.12,1056.63,1063.65,1462543,-0.029587256404641882,1134.7334999999998,1193.5464,0.35941379297861864,-13.912135584440799
2023-05-16,TECHCO,Technology,1071.9,1087.02,1061.15,1070.62,932437,0.006552907441357503,1130.5475,1189.1381999999999,0.35332885353967164,-13.348009777101522
2023-05-17,TECHCO,Technology,1068.77,1090.61,1059.38,1072.55,1424926,0.001802693766228991,1125.451,1184.1402,0.3452867565360681,-13.191802774495365
2023-05-18,TECHCO,Technology,1093.31,1102.8,1066.73,1087.36,2167711,0.013808214069274127,1120.4715,1180.0466000000001,0.3472955663131985,-11.993136604237831
2023-05-19,TECHCO,Technology,1058.59,1068.0,1059.73,1060.42,1325911,-0.024775603296056325,1113.134,1175.7169999999999,0.345181142793557,-14.173559739061458
2023-05-22,TECHCO,Technology,1071.26,1079.11,1064.86,1071.58,2257818,0.010524131947718729,1107.8830000000003,1171.9406,0.3423314264954855,-13.270310957152343
2023-05-23,TECHCO,Technology,1091.91,1110.45,1084.53,1086.29,860908,0.013727393195095194,1104.585,1168.659,0.34246309445213124,-12.07973841397284
2023-05-24,TECHCO,Technology,1102.76,1106.31,1099.15,1103.51,1329310,0.015852120520303048,1103.7795,1165.219,0.33447454853359293,-10.686015831134565
2023-05-25,TECHCO,Technology,1101.02,1107.85,1103.83,1105.91,1071227,0.002174878342742881,1103.0315,1161.7508,0.3345640501205203,-10.491768781261623
2023-05-26,TECHCO,Technology,1083.79,1092.18,1076.19,1080.75,583879,-0.02275049506741067,1101.4225000000001,1158.0104,0.34318823854911906,-12.528125354096186
2023-05-29,TECHCO,Technology,1125.79,1147.5,1127.22,1128.01,2262541,0.04372889197316687,1099.959,1154.5112000000001,0.34956582942017067,-8.703077197015062
2023-05-30,TECHCO,Technology,1135.65,1136.81,1130.31,1134.92,1271227,0.006125832217799498,1100.5195,1150.4948,0.33420617042156636,-8.14380756592259
2023-05-31,TECHCO,Technology,1138.72,1137.25,1129.91,1135.93,1731836,0.0008899305677934066,1100.1715,1147.1044,0.32858783950169784,-8.062061932434395
2023-06-01,TECHCO,Technology,1128.88,1143.23,1134.74,1136.44,528194,0.00044897132745846946,1100.406,1144.6668,0.32660564908632583,-8.020784434336392
2023-06-02,TECHCO,Technology,1130.53,1130.08,1112.67,1122.81,1261399,-0.01199359403048128,1100.308,1142.3032,0.328808582963353,-9.123945805073086
2023-06-05,TECHCO,Technology,1108.3,1106.55,1100.67,1104.82,913239,-0.016022301190762422,1098.3985,1139.6634,0.32778365768631373,-10.579989316412263
2023-06-06,TECHCO,Technology,1092.31,1099.08,1066.16,1087.41,1460565,-0.015758223058959686,1097.5045,1136.6592,0.31109245096075183,-11.989089790698792
2023-06-07,TECHCO,Technology,1066.59,1075.36,1060.49,1068.05,1053734,-0.01780377226621066,1096.7745,1133.3744,0.30896293646722,-13.556015993007108
2023-06-08,TECHCO,Technology,1058.88,1059.81,1053.27,1058.52,969355,-0.008922803239548638,1093.7815,1131.1029999999998,0.2834556991881862,-14.327338653544198
2023-06-09,TECHCO,Technology,1066.44,1077.07,1063.48,1067.02,906290,0.008030079733968076,1092.3285,1129.2068000000002,0.27809405615277716,-13.639380351910901
2023-06-12,TECHCO,Technology,1095.5,1108.0,1099.96,1101.84,477501,0.03263294033851283,1094.238,1127.1042,0.28152916531333433,-10.82117940333781
2023-06-13,TECHCO,Technology,1107.79,1117.13,1108.37,1108.57,3476190,0.006107964858781623,1096.1354999999999,1125.2022,0.2814363324297736,-10.276478300985803
2023-06-14,TECHCO,Technology,1091.3,1091.29,1084.24,1089.0,1867859,-0.017653373264656214,1096.958,1123.495,0.2898650662370731,-11.86040112015798
2023-06-15,TECHCO,Technology,1075.53,1076.88,1063.59,1065.53,1658069,-0.021551882460973393,1095.8665,1120.8745999999999,0.29611795997230134,-13.75997539537368
2023-06-16,TECHCO,Technology,1053.13,1065.52,1053.61,1057.77,1887032,-0.007282760691862289,1095.734,1118.0978,0.2836180685703673,-14.388040856629491
2023-06-19,TECHCO,Technology,1076.11,1077.63,1050.48,1074.5,356212,0.015816292766858586,1095.8799999999999,1116.1358,0.2868204197867987,-13.033977046473598
2023-06-20,TECHCO,Technology,1109.89,1113.32,1109.31,1110.95,936419,0.033922754769660335,1097.113,1114.7854,0.3075768640854757,-10.08384997652848
2023-06-21,TECHCO,Technology,1086.8,1097.58,1082.4,1086.34,2306382,-0.022152212070750354,1096.2545,1112.2932,0.31325937441602836,-12.075691600433824
2023-06-22,TECHCO,Technology,1106.04,1110.93,1104.97,1105.54,1244752,0.017674024706813674,1096.2359999999999,1111.0866,0.3198427227911768,-10.521715201450377
2023-06-23,TECHCO,Technology,1124.4,1133.31,1106.23,1126.48,877097,0.018940970023698878,1098.5224999999998,1110.7759999999998,0.3144000431670298,-8.826909691309059
2023-06-26,TECHCO,Technology,1147.43,1151.01,1142.2,1148.02,613760,0.019121511256302792,1099.523,1111.0426,0.28179374947893965,-7.083542418699517
2023-06-27,TECHCO,Technology,1139.99,1139.63,1131.89,1134.8,1063489,-0.01151547882441073,1099.517,1110.6517999999999,0.28450606811426676,-8.15351991841624
2023-06-28,TECHCO,Technology,1165.62,1167.01,1161.53,1163.32,1626245,0.025132181882270066,1100.8865,1110.4286,0.298038010002836,-5.84521747575959
2023-06-29,TECHCO,Technology,1139.39,1131.06,1122.98,1129.46,1572804,-0.029106350789120716,1100.5375,1109.2787999999998,0.31709002801676484,-8.585719604383502
2023-06-30,TECHCO,Technology,1184.04,1190.56,1164.99,1183.69,923885,0.048014095231349474,1103.5814999999998,1108.8092,0.35639340305635525,-4.196545639963089
2023-07-03,TECHCO,Technology,1142.57,1139.26,1126.32,1136.9,1453286,-0.039528930716657196,1105.1855,1108.0152,0.3817927364817273,-7.983553749777417
2023-07-04,TECHCO,Technology,1144.91,1146.81,1132.28,1141.66,887993,0.004186823819157359,1107.898,1107.8034,0.37621581794148773,-7.598297100862772
2023-07-05,TECHCO,Technology,1122.45,1142.33,1120.0,1123.84,2933696,-0.015608850270658614,1110.6875,1107.8878,0.3747066434548132,-9.040581446169293
2023-07-06,TECHCO,Technology,1191.71,1211.66,1182.45,1190.53,403742,0.05934118735763105,1117.288,1109.281,0.42174624158930263,-3.6429415478252403
2023-07-07,TECHCO,Technology,1202.57,1206.85,1198.98,1203.09,1703418,0.010549923143473805,1124.0915,1111.0842000000002,0.4219839839139772,-2.6263819868235783
2023-07-10,TECHCO,Technology,1199.54,1210.51,1192.25,1205.17,1826275,0.0017288814635647576,1129.258,1112.042,0.4105605136592144,-2.4580345436003626
2023-07-11,TECHCO,Technology,1218.72,1228.61,1210.98,1217.05,944927,0.009857530472879183,1134.682,1113.9088,0.41093368644859496,-1.4965116467293704
2023-07-12,TECHCO,Technology,1198.75,1203.85,1196.9,1201.15,2144417,-0.01306437697711671,1140.2894999999999,1115.0739999999998,0.4078908582317426,-2.7833983521375116
2023-07-13,TECHCO,Technology,1242.98,1243.48,1236.66,1238.94,1044699,0.03146151604712144,1148.96,1117.2178,0.40513329767578293,0.2751833206533272
2023-07-14,TECHCO,Technology,1216.65,1219.35,1209.14,1214.73,1192273,-0.019540897864303353,1156.808,1119.017,0.4134668695511933,-1.684283794939856
2023-07-17,TECHCO,Technology,1224.31,1243.17,1208.67,1224.3,1449211,0.007878293941863568,1164.298,1120.6428,0.4122468437211558,-0.9097236835715616
2023-07-18,TECHCO,Technology,1228.5,1242.23,1226.85,1229.05,450667,0.003879768030711439,1170.203,1123.118,0.3996955798824987,-0.5252763973647157
2023-07-19,TECHCO,Technology,1206.7,1206.45,1197.79,1201.05,2542515,-0.022781823359505293,1175.9384999999997,1125.4859999999999,0.4002762566018695,-2.7914919792155657
2023-07-20,TECHCO,Technology,1243.46,1241.84,1234.02,1239.44,2924801,0.03196369843054003,1182.6335000000001,1127.9072,0.4092341492387244,0.31565145604350864
2023-07-21,TECHCO,Technology,1246.04,1269.72,1226.4,1245.95,2714229,0.005252372038985431,1188.6070000000002,1130.9045999999998,0.4063878601668771,0.8425465788238329
2023-07-24,TECHCO,Technology,1256.08,1257.79,1240.31,1254.91,661642,0.007191299811388996,1193.9515000000001,1134.7298,0.4032241970796383,1.5677355650161262
2023-07-25,TECHCO,Technology,1301.17,1317.06,1298.87,1302.13,1158123,0.037628196444366546,1202.318,1139.36,0.41448447042329134,5.389546271266021
2023-07-26,TECHCO,Technology,1359.53,1366.97,1362.4,1364.02,1431440,0.047529816531375335,1212.3529999999998,1145.1894,0.43446437959880124,10.39869206986419
2023-07-27,TECHCO,Technology,1369.97,1369.13,1361.14,1365.67,798167,0.0012096596824093808,1224.1635,1150.7556,0.41258315086530356,10.532236916651838
2023-07-28,TECHCO,Technology,1407.84,1418.74,1399.51,1407.4,986591,0.03055643017712928,1235.3490000000002,1157.6952,0.3954681700328628,13.909707496317413
2023-07-31,TECHCO,Technology,1381.85,1387.21,1378.94,1383.49,2005371,-0.01698877362512441,1247.6785,1163.9334,0.3657732382537522,11.974521261958348
2023-08-01,TECHCO,Technology,1403.99,1404.54,1396.55,1401.19,830567,0.0127937317942306,1260.655,1170.2314,0.36519965444379004,13.407093254771208
2023-08-02,TECHCO,Technology,1441.15,1439.58,1418.33,1436.14,2112704,0.024943084092806878,1276.27,1176.884,0.35490957764589137,16.235815918545747
2023-08-03,TECHCO,Technology,1462.02,1470.63,1459.99,1467.15,1615830,0.021592602392524363,1290.101,1184.1088,0.3115787066600231,18.745649675445563
2023-08-04,TECHCO,Technology,1520.9,1532.86,1507.33,1522.06,1592761,0.03742630269570246,1306.0495,1192.935,0.32571241405424795,23.189860303996635
2023-08-07,TECHCO,Technology,1560.77,1563.15,1551.45,1560.27,1235635,0.025104135185209486,1323.8045,1201.5801999999999,0.32647895273631744,26.28243521051523
2023-08-08,TECHCO,Technology,1566.28,1571.57,1566.11,1566.83,555943,0.004204400520422702,1341.2935,1210.2184,0.32785911007261687,26.813377146834583
2023-08-09,TECHCO,Technology,1562.5,1590.04,1545.32,1561.42,799956,-0.003452831513310217,1359.3070000000002,1218.7282,0.31942558720346254,26.375511921912697
2023-08-10,TECHCO,Technology,1520.32,1524.23,1509.29,1522.57,1610814,-0.02488119788397747,1373.4885,1226.4508,0.33915510429076584,23.231137802094626
2023-08-11,TECHCO,Technology,1532.75,1546.79,1536.26,1536.43,2079913,0.009103029745758828,1389.5735,1234.7232,0.3201269328735681,24.35291451511081
2023-08-14,TECHCO,Technology,1489.56,1502.05,1471.08,1488.85,2440777,-0.030967893102842425,1402.801,1242.4038,0.354612495221146,20.501966751379964
2023-08-15,TECHCO,Technology,1460.87,1474.45,1455.35,1464.56,1734409,-0.016314605232226165,1414.5765000000001,1249.9468000000002,0.36633583264340813,18.536024734124346
2023-08-16,TECHCO,Technology,1502.69,1500.67,1490.92,1493.99,1180024,0.020094772491396684,1429.2235,1258.4656,0.34807367347052004,20.91797918319116
2023-08-17,TECHCO,Technology,1473.66,1481.51,1474.39,1475.57,640640,-0.012329399795179441,1441.03,1266.8066000000001,0.3485373896825639,19.427133075416414
2023-08-18,TECHCO,Technology,1509.42,1528.52,1503.73,1510.49,1933170,0.02366543098599183,1454.257,1275.676,0.3520329734921124,22.253427651067547
2023-08-21,TECHCO,Technology,1500.69,1527.7,1503.73,1508.96,699089,-0.001012916338406722,1466.9595,1283.8184,0.3540705793268012,22.129595156773576
2023-08-22,TECHCO,Technology,1516.29,1542.18,1510.94,1511.09,1126592,0.0014115682324249423,1477.4074999999998,1291.8688,0.3389181279328516,22.301989413535782
2023-08-23,TECHCO,Technology,1531.14,1541.26,1515.11,1534.36,773867,0.015399479845674247,1485.9245,1300.776,0.3064522153220335,24.185376434595398
2023-08-24,TECHCO,Technology,1542.82,1550.43,1536.47,1547.55,2370729,0.008596418050522692,1495.0185,1310.4164,0.30601728530760364,25.252925846188703
2023-08-25,TECHCO,Technology,1497.97,1500.7,1488.41,1493.51,1412070,-0.03491971180252651,1499.324,1319.1312,0.32525442481775063,20.879129773216576
2023-08-28,TECHCO,Technology,1531.81,1543.95,1527.14,1534.54,1743747,0.027472196369625834,1506.8764999999999,1328.332,0.32698453167330677,24.199944963335863
2023-08-29,TECHCO,Technology,1511.79,1524.5,1507.79,1512.94,1089514,-0.014075879416632908,1512.4640000000002,1336.3718,0.33278122154047973,22.451721514479516
2023-08-30,TECHCO,Technology,1512.63,1516.82,1489.94,1510.44,1025987,-0.001652411860351366,1516.1789999999999,1344.8538,0.32391047413010304,22.24938083752854
2023-08-31,TECHCO,Technology,1509.0,1528.91,1506.06,1506.57,2017219,-0.0025621673154843094,1518.15,1352.8744,0.31651091644200713,21.936157469608418
2023-09-01,TECHCO,Technology,1525.48,1540.65,1509.37,1525.49,671365,0.012558327857318252,1518.3215,1360.8546,0.29031430237559835,23.467471712773367
2023-09-04,TECHCO,Technology,1493.02,1510.57,1495.12,1498.42,1106026,-0.017745117962097434,1515.2289999999998,1367.8626000000002,0.2814102942234728,21.27652686274828
2023-09-05,TECHCO,Technology,1493.37,1510.1,1476.3,1493.71,2089489,-0.0031433109542051696,1511.5729999999999,1375.0407999999998,0.2805137838689115,20.895317027372663
2023-09-06,TECHCO,Technology,1488.48,1503.56,1486.32,1491.17,2946410,-0.001700463945477959,1508.0605,1381.5978,0.28048207800488817,20.68973889959047
